,0
0,Other
1,VWC
2,VWC
3,VWC
4,VWC
5,Parastatal
6,VWC
7,WUA
8,VWC
9,Private operator
10,VWC
11,VWC
12,VWC
13,VWC
14,WUG
15,VWC
16,VWC
17,Parastatal
18,VWC
19,VWC
20,WUA
21,VWC
22,VWC
23,VWC
24,WUA
25,Water authority
26,VWC
27,VWC
28,VWC
29,Parastatal
30,Private operator
31,VWC
32,VWC
33,VWC
34,VWC
35,Water Board
36,VWC
37,VWC
38,VWC
39,VWC
40,VWC
41,VWC
42,VWC
43,VWC
44,VWC
45,VWC
46,VWC
47,VWC
48,VWC
49,VWC
50,WUA
51,VWC
52,VWC
53,VWC
54,Other
55,VWC
56,VWC
57,WUG
58,Water Board
59,VWC
60,VWC
61,VWC
62,VWC
63,VWC
64,VWC
65,VWC
66,VWC
67,VWC
68,VWC
69,VWC
70,VWC
71,WUG
72,VWC
73,VWC
74,VWC
75,Water Board
76,VWC
77,VWC
78,VWC
79,Water Board
80,VWC
81,Water authority
82,VWC
83,VWC
84,VWC
85,Other
86,Other
87,VWC
88,VWC
89,Private operator
90,VWC
91,VWC
92,VWC
93,WUG
94,VWC
95,VWC
96,VWC
97,VWC
98,WUA
99,VWC
100,WUA
101,VWC
102,VWC
103,VWC
104,VWC
105,VWC
106,VWC
107,VWC
108,WUG
109,VWC
110,VWC
111,Water authority
112,VWC
113,VWC
114,Other
115,VWC
116,VWC
117,Water authority
118,VWC
119,Company
120,VWC
121,VWC
122,VWC
123,Other
124,VWC
125,Other
126,VWC
127,VWC
128,VWC
129,VWC
130,Water authority
131,VWC
132,VWC
133,VWC
134,WUA
135,VWC
136,WUA
137,VWC
138,Other
139,VWC
140,VWC
141,VWC
142,Water Board
143,VWC
144,VWC
145,Parastatal
146,VWC
147,VWC
148,VWC
149,VWC
150,VWC
151,VWC
152,Water authority
153,VWC
154,VWC
155,VWC
156,VWC
157,VWC
158,VWC
159,VWC
160,VWC
161,VWC
162,WUA
163,VWC
164,VWC
165,VWC
166,VWC
167,VWC
168,VWC
169,VWC
170,VWC
171,VWC
172,VWC
173,Water authority
174,VWC
175,VWC
176,VWC
177,VWC
178,VWC
179,WUA
180,Private operator
181,Water Board
182,VWC
183,Company
184,VWC
185,VWC
186,Other
187,VWC
188,Water Board
189,VWC
190,VWC
191,VWC
192,VWC
193,VWC
194,VWC
195,VWC
196,VWC
197,VWC
198,VWC
199,VWC
200,Water Board
201,VWC
202,VWC
203,VWC
204,VWC
205,VWC
206,VWC
207,VWC
208,VWC
209,VWC
210,VWC
211,VWC
212,VWC
213,VWC
214,VWC
215,VWC
216,VWC
217,Water Board
218,VWC
219,VWC
220,VWC
221,VWC
222,VWC
223,Water Board
224,Water authority
225,Parastatal
226,VWC
227,Other
228,WUA
229,VWC
230,WUA
231,VWC
232,VWC
233,VWC
234,VWC
235,WUA
236,VWC
237,Private operator
238,VWC
239,VWC
240,VWC
241,Private operator
242,VWC
243,Other
244,Private operator
245,Water authority
246,VWC
247,VWC
248,VWC
249,Private operator
250,VWC
251,VWC
252,VWC
253,VWC
254,VWC
255,Water Board
256,VWC
257,VWC
258,VWC
259,Water Board
260,VWC
261,VWC
262,VWC
263,VWC
264,VWC
265,Parastatal
266,Company
267,VWC
268,VWC
269,VWC
270,Private operator
271,VWC
272,Water authority
273,VWC
274,VWC
275,VWC
276,VWC
277,VWC
278,VWC
279,Water authority
280,VWC
281,Water authority
282,WUA
283,VWC
284,VWC
285,WUA
286,VWC
287,VWC
288,WUA
289,VWC
290,VWC
291,VWC
292,VWC
293,VWC
294,VWC
295,VWC
296,VWC
297,Private operator
298,VWC
299,VWC
300,VWC
301,Company
302,VWC
303,VWC
304,Other
305,Water Board
306,VWC
307,VWC
308,VWC
309,VWC
310,VWC
311,VWC
312,VWC
313,Water authority
314,Water Board
315,VWC
316,VWC
317,VWC
318,VWC
319,VWC
320,Private operator
321,WUA
322,VWC
323,VWC
324,VWC
325,VWC
326,VWC
327,WUA
328,VWC
329,VWC
330,VWC
331,Other
332,VWC
333,VWC
334,VWC
335,VWC
336,VWC
337,VWC
338,VWC
339,VWC
340,VWC
341,VWC
342,VWC
343,VWC
344,WUA
345,VWC
346,VWC
347,VWC
348,VWC
349,VWC
350,VWC
351,VWC
352,Other
353,VWC
354,Water authority
355,VWC
356,VWC
357,Other
358,VWC
359,Parastatal
360,VWC
361,VWC
362,Company
363,VWC
364,WUG
365,VWC
366,Parastatal
367,VWC
368,VWC
369,VWC
370,VWC
371,VWC
372,VWC
373,VWC
374,VWC
375,VWC
376,VWC
377,VWC
378,VWC
379,Water Board
380,Other
381,Water authority
382,VWC
383,VWC
384,Company
385,VWC
386,VWC
387,VWC
388,Water Board
389,VWC
390,VWC
391,VWC
392,VWC
393,VWC
394,VWC
395,Other
396,VWC
397,Other
398,Company
399,VWC
400,VWC
401,VWC
402,VWC
403,Water authority
404,VWC
405,Other
406,VWC
407,VWC
408,VWC
409,WUA
410,VWC
411,VWC
412,VWC
413,VWC
414,Water authority
415,VWC
416,VWC
417,VWC
418,VWC
419,VWC
420,VWC
421,Water authority
422,Water authority
423,VWC
424,WUA
425,WUA
426,VWC
427,VWC
428,VWC
429,VWC
430,VWC
431,VWC
432,WUA
433,WUA
434,VWC
435,VWC
436,VWC
437,Water authority
438,VWC
439,WUA
440,VWC
441,VWC
442,VWC
443,VWC
444,VWC
445,VWC
446,VWC
447,VWC
448,VWC
449,VWC
450,VWC
451,VWC
452,VWC
453,VWC
454,VWC
455,VWC
456,VWC
457,Other
458,VWC
459,Water authority
460,VWC
461,VWC
462,Private operator
463,WUA
464,WUA
465,VWC
466,VWC
467,VWC
468,VWC
469,VWC
470,VWC
471,VWC
472,Private operator
473,VWC
474,VWC
475,Other
476,VWC
477,VWC
478,VWC
479,VWC
480,WUG
481,VWC
482,VWC
483,Water authority
484,VWC
485,VWC
486,WUG
487,Other
488,VWC
489,VWC
490,VWC
491,VWC
492,VWC
493,VWC
494,VWC
495,VWC
496,VWC
497,VWC
498,VWC
499,VWC
500,VWC
501,VWC
502,Water Board
503,VWC
504,VWC
505,VWC
506,VWC
507,WUG
508,Private operator
509,VWC
510,VWC
511,WUG
512,VWC
513,VWC
514,Water authority
515,VWC
516,VWC
517,WUA
518,VWC
519,VWC
520,Company
521,VWC
522,VWC
523,Company
524,VWC
525,Other
526,VWC
527,VWC
528,VWC
529,VWC
530,VWC
531,VWC
532,Private operator
533,VWC
534,VWC
535,VWC
536,VWC
537,VWC
538,VWC
539,VWC
540,VWC
541,VWC
542,Water authority
543,VWC
544,VWC
545,WUG
546,VWC
547,Parastatal
548,VWC
549,VWC
550,VWC
551,VWC
552,VWC
553,VWC
554,VWC
555,VWC
556,VWC
557,Other
558,Private operator
559,VWC
560,Water authority
561,Company
562,VWC
563,VWC
564,VWC
565,VWC
566,Water Board
567,VWC
568,VWC
569,VWC
570,Water Board
571,VWC
572,WUA
573,VWC
574,VWC
575,Other
576,VWC
577,VWC
578,VWC
579,VWC
580,VWC
581,Private operator
582,WUG
583,VWC
584,VWC
585,Other
586,VWC
587,VWC
588,Other
589,VWC
590,VWC
591,VWC
592,VWC
593,VWC
594,Other
595,VWC
596,Private operator
597,VWC
598,Other
599,VWC
600,VWC
601,VWC
602,VWC
603,VWC
604,Other
605,VWC
606,VWC
607,VWC
608,VWC
609,VWC
610,VWC
611,VWC
612,Company
613,VWC
614,VWC
615,VWC
616,VWC
617,VWC
618,VWC
619,VWC
620,VWC
621,VWC
622,VWC
623,VWC
624,VWC
625,VWC
626,VWC
627,VWC
628,VWC
629,VWC
630,VWC
631,VWC
632,Private operator
633,VWC
634,VWC
635,VWC
636,VWC
637,VWC
638,VWC
639,VWC
640,Private operator
641,VWC
642,Water authority
643,Trust
644,VWC
645,VWC
646,Other
647,VWC
648,Private operator
649,Water Board
650,VWC
651,VWC
652,Other
653,VWC
654,VWC
655,VWC
656,VWC
657,VWC
658,VWC
659,VWC
660,VWC
661,WUG
662,VWC
663,VWC
664,Other
665,Other
666,VWC
667,VWC
668,Water authority
669,VWC
670,VWC
671,Water authority
672,Parastatal
673,VWC
674,VWC
675,VWC
676,Parastatal
677,Water Board
678,VWC
679,VWC
680,Parastatal
681,VWC
682,VWC
683,Private operator
684,VWC
685,Water Board
686,Water authority
687,VWC
688,Water Board
689,VWC
690,VWC
691,VWC
692,VWC
693,WUA
694,VWC
695,Private operator
696,Other
697,Water Board
698,WUA
699,VWC
700,VWC
701,VWC
702,VWC
703,VWC
704,VWC
705,VWC
706,Water Board
707,Other
708,VWC
709,VWC
710,VWC
711,VWC
712,VWC
713,WUA
714,VWC
715,VWC
716,VWC
717,Water Board
718,VWC
719,VWC
720,VWC
721,VWC
722,WUG
723,VWC
724,VWC
725,VWC
726,VWC
727,VWC
728,VWC
729,VWC
730,VWC
731,Other
732,Parastatal
733,VWC
734,VWC
735,VWC
736,Private operator
737,VWC
738,WUA
739,VWC
740,VWC
741,VWC
742,VWC
743,VWC
744,VWC
745,Water Board
746,VWC
747,VWC
748,Other
749,VWC
750,VWC
751,VWC
752,Other
753,Water authority
754,VWC
755,VWC
756,VWC
757,VWC
758,VWC
759,VWC
760,VWC
761,VWC
762,Company
763,VWC
764,VWC
765,VWC
766,VWC
767,VWC
768,VWC
769,VWC
770,Other
771,VWC
772,VWC
773,VWC
774,WUA
775,VWC
776,VWC
777,WUA
778,VWC
779,VWC
780,VWC
781,VWC
782,VWC
783,VWC
784,Company
785,VWC
786,VWC
787,VWC
788,VWC
789,VWC
790,VWC
791,VWC
792,VWC
793,Other
794,VWC
795,Other
796,VWC
797,VWC
798,VWC
799,VWC
800,VWC
801,VWC
802,Other
803,WUA
804,VWC
805,VWC
806,VWC
807,Water authority
808,VWC
809,Parastatal
810,VWC
811,VWC
812,VWC
813,Company
814,Private operator
815,VWC
816,Water Board
817,VWC
818,WUG
819,VWC
820,WUA
821,VWC
822,VWC
823,VWC
824,VWC
825,VWC
826,VWC
827,VWC
828,VWC
829,VWC
830,Private operator
831,VWC
832,VWC
833,VWC
834,Water Board
835,Water authority
836,VWC
837,VWC
838,VWC
839,Private operator
840,VWC
841,Company
842,VWC
843,VWC
844,VWC
845,VWC
846,WUG
847,Parastatal
848,Private operator
849,VWC
850,Water Board
851,VWC
852,VWC
853,VWC
854,VWC
855,VWC
856,WUA
857,VWC
858,VWC
859,WUA
860,VWC
861,VWC
862,VWC
863,WUA
864,VWC
865,VWC
866,VWC
867,VWC
868,VWC
869,VWC
870,Water authority
871,Other
872,Company
873,VWC
874,Private operator
875,VWC
876,VWC
877,VWC
878,VWC
879,VWC
880,VWC
881,Private operator
882,Water Board
883,VWC
884,Other
885,VWC
886,Water Board
887,VWC
888,VWC
889,VWC
890,Water Board
891,VWC
892,VWC
893,VWC
894,VWC
895,VWC
896,VWC
897,VWC
898,VWC
899,Water authority
900,Private operator
901,VWC
902,VWC
903,Other
904,VWC
905,Parastatal
906,VWC
907,VWC
908,VWC
909,VWC
910,VWC
911,VWC
912,WUA
913,VWC
914,VWC
915,Private operator
916,VWC
917,VWC
918,VWC
919,VWC
920,VWC
921,WUG
922,VWC
923,Company
924,VWC
925,VWC
926,VWC
927,Water Board
928,VWC
929,VWC
930,Water authority
931,VWC
932,VWC
933,WUA
934,VWC
935,VWC
936,VWC
937,Private operator
938,VWC
939,VWC
940,Water authority
941,VWC
942,Private operator
943,WUA
944,VWC
945,Water authority
946,VWC
947,VWC
948,VWC
949,Water Board
950,VWC
951,VWC
952,VWC
953,VWC
954,VWC
955,VWC
956,VWC
957,VWC
958,VWC
959,VWC
960,VWC
961,Parastatal
962,VWC
963,VWC
964,VWC
965,Water Board
966,WUG
967,VWC
968,VWC
969,VWC
970,WUG
971,VWC
972,VWC
973,VWC
974,Water Board
975,VWC
976,Water authority
977,VWC
978,VWC
979,VWC
980,VWC
981,VWC
982,VWC
983,VWC
984,VWC
985,VWC
986,VWC
987,VWC
988,VWC
989,VWC
990,VWC
991,Water authority
992,VWC
993,VWC
994,VWC
995,Water authority
996,VWC
997,VWC
998,VWC
999,VWC
1000,Water Board
1001,WUG
1002,VWC
1003,WUG
1004,VWC
1005,VWC
1006,Water Board
1007,Water authority
1008,VWC
1009,VWC
1010,VWC
1011,VWC
1012,Water Board
1013,WUA
1014,VWC
1015,VWC
1016,Water authority
1017,VWC
1018,VWC
1019,VWC
1020,VWC
1021,VWC
1022,Other
1023,VWC
1024,VWC
1025,VWC
1026,Water authority
1027,VWC
1028,Water authority
1029,VWC
1030,VWC
1031,Other
1032,VWC
1033,VWC
1034,VWC
1035,VWC
1036,VWC
1037,VWC
1038,VWC
1039,VWC
1040,VWC
1041,VWC
1042,Parastatal
1043,VWC
1044,VWC
1045,Company
1046,Company
1047,VWC
1048,VWC
1049,VWC
1050,VWC
1051,VWC
1052,WUA
1053,Water authority
1054,VWC
1055,Other
1056,VWC
1057,VWC
1058,VWC
1059,WUG
1060,VWC
1061,Water Board
1062,VWC
1063,VWC
1064,Private operator
1065,VWC
1066,WUA
1067,WUG
1068,VWC
1069,VWC
1070,Water authority
1071,VWC
1072,VWC
1073,VWC
1074,VWC
1075,Water authority
1076,Private operator
1077,VWC
1078,VWC
1079,VWC
1080,VWC
1081,VWC
1082,VWC
1083,Company
1084,VWC
1085,VWC
1086,VWC
1087,VWC
1088,VWC
1089,VWC
1090,Water Board
1091,VWC
1092,WUA
1093,VWC
1094,VWC
1095,WUG
1096,Other
1097,VWC
1098,VWC
1099,VWC
1100,VWC
1101,VWC
1102,VWC
1103,VWC
1104,Private operator
1105,VWC
1106,VWC
1107,VWC
1108,VWC
1109,VWC
1110,VWC
1111,VWC
1112,VWC
1113,VWC
1114,VWC
1115,Water Board
1116,VWC
1117,VWC
1118,VWC
1119,VWC
1120,Parastatal
1121,VWC
1122,VWC
1123,VWC
1124,VWC
1125,VWC
1126,VWC
1127,VWC
1128,VWC
1129,Water Board
1130,VWC
1131,Parastatal
1132,VWC
1133,VWC
1134,VWC
1135,Water Board
1136,Private operator
1137,VWC
1138,VWC
1139,WUG
1140,VWC
1141,VWC
1142,VWC
1143,VWC
1144,VWC
1145,VWC
1146,Other
1147,Parastatal
1148,VWC
1149,WUG
1150,VWC
1151,Other
1152,VWC
1153,VWC
1154,VWC
1155,Water authority
1156,VWC
1157,VWC
1158,WUG
1159,VWC
1160,VWC
1161,VWC
1162,VWC
1163,VWC
1164,VWC
1165,VWC
1166,VWC
1167,VWC
1168,Water authority
1169,WUG
1170,Private operator
1171,Private operator
1172,VWC
1173,VWC
1174,VWC
1175,VWC
1176,WUA
1177,VWC
1178,VWC
1179,VWC
1180,VWC
1181,VWC
1182,VWC
1183,VWC
1184,Other
1185,Water Board
1186,VWC
1187,VWC
1188,Parastatal
1189,VWC
1190,VWC
1191,VWC
1192,WUA
1193,VWC
1194,Water Board
1195,VWC
1196,VWC
1197,VWC
1198,VWC
1199,VWC
1200,VWC
1201,VWC
1202,VWC
1203,Private operator
1204,VWC
1205,VWC
1206,VWC
1207,VWC
1208,VWC
1209,Water authority
1210,VWC
1211,VWC
1212,Water authority
1213,WUA
1214,VWC
1215,VWC
1216,Private operator
1217,VWC
1218,VWC
1219,VWC
1220,VWC
1221,VWC
1222,VWC
1223,VWC
1224,VWC
1225,VWC
1226,VWC
1227,VWC
1228,VWC
1229,VWC
1230,VWC
1231,VWC
1232,WUA
1233,VWC
1234,Water Board
1235,VWC
1236,Water Board
1237,Water Board
1238,VWC
1239,Other
1240,Private operator
1241,VWC
1242,Parastatal
1243,Private operator
1244,Parastatal
1245,VWC
1246,Other
1247,Other
1248,WUG
1249,Parastatal
1250,VWC
1251,WUG
1252,WUA
1253,VWC
1254,VWC
1255,VWC
1256,VWC
1257,VWC
1258,VWC
1259,VWC
1260,VWC
1261,VWC
1262,VWC
1263,VWC
1264,VWC
1265,VWC
1266,VWC
1267,VWC
1268,Private operator
1269,VWC
1270,Company
1271,VWC
1272,VWC
1273,Water Board
1274,VWC
1275,VWC
1276,Private operator
1277,VWC
1278,VWC
1279,VWC
1280,VWC
1281,VWC
1282,VWC
1283,VWC
1284,VWC
1285,VWC
1286,VWC
1287,VWC
1288,VWC
1289,VWC
1290,VWC
1291,VWC
1292,VWC
1293,VWC
1294,VWC
1295,VWC
1296,VWC
1297,VWC
1298,VWC
1299,VWC
1300,VWC
1301,VWC
1302,WUA
1303,Private operator
1304,VWC
1305,WUG
1306,Other
1307,VWC
1308,VWC
1309,VWC
1310,Water Board
1311,Water Board
1312,Parastatal
1313,VWC
1314,VWC
1315,VWC
1316,VWC
1317,VWC
1318,VWC
1319,VWC
1320,VWC
1321,VWC
1322,VWC
1323,VWC
1324,VWC
1325,VWC
1326,VWC
1327,VWC
1328,VWC
1329,Private operator
1330,VWC
1331,VWC
1332,VWC
1333,Water Board
1334,Private operator
1335,VWC
1336,VWC
1337,VWC
1338,Water Board
1339,VWC
1340,VWC
1341,VWC
1342,VWC
1343,VWC
1344,VWC
1345,Water authority
1346,VWC
1347,VWC
1348,Water authority
1349,WUA
1350,VWC
1351,VWC
1352,VWC
1353,VWC
1354,VWC
1355,VWC
1356,VWC
1357,VWC
1358,VWC
1359,Private operator
1360,Company
1361,VWC
1362,Other
1363,Company
1364,VWC
1365,Other
1366,VWC
1367,VWC
1368,VWC
1369,Other
1370,Parastatal
1371,Company
1372,VWC
1373,VWC
1374,WUA
1375,VWC
1376,VWC
1377,VWC
1378,VWC
1379,VWC
1380,WUA
1381,VWC
1382,Company
1383,VWC
1384,Private operator
1385,VWC
1386,VWC
1387,VWC
1388,VWC
1389,VWC
1390,VWC
1391,VWC
1392,VWC
1393,VWC
1394,VWC
1395,VWC
1396,VWC
1397,VWC
1398,VWC
1399,VWC
1400,VWC
1401,Parastatal
1402,Water Board
1403,WUA
1404,VWC
1405,VWC
1406,VWC
1407,VWC
1408,VWC
1409,VWC
1410,VWC
1411,VWC
1412,VWC
1413,Other
1414,VWC
1415,WUG
1416,VWC
1417,Private operator
1418,Parastatal
1419,Water authority
1420,VWC
1421,Private operator
1422,VWC
1423,VWC
1424,WUG
1425,VWC
1426,VWC
1427,VWC
1428,VWC
1429,VWC
1430,VWC
1431,WUA
1432,VWC
1433,Other
1434,VWC
1435,VWC
1436,VWC
1437,VWC
1438,VWC
1439,VWC
1440,VWC
1441,VWC
1442,VWC
1443,Water authority
1444,VWC
1445,Private operator
1446,VWC
1447,VWC
1448,VWC
1449,Parastatal
1450,Water authority
1451,VWC
1452,VWC
1453,VWC
1454,VWC
1455,VWC
1456,VWC
1457,VWC
1458,VWC
1459,VWC
1460,WUA
1461,VWC
1462,VWC
1463,VWC
1464,VWC
1465,VWC
1466,VWC
1467,VWC
1468,VWC
1469,VWC
1470,WUG
1471,Private operator
1472,VWC
1473,VWC
1474,VWC
1475,WUA
1476,Parastatal
1477,Other
1478,WUG
1479,VWC
1480,VWC
1481,VWC
1482,Private operator
1483,VWC
1484,Other
1485,VWC
1486,Parastatal
1487,VWC
1488,Other
1489,VWC
1490,VWC
1491,VWC
1492,VWC
1493,VWC
1494,VWC
1495,VWC
1496,VWC
1497,VWC
1498,VWC
1499,VWC
1500,VWC
1501,VWC
1502,VWC
1503,VWC
1504,VWC
1505,VWC
1506,VWC
1507,VWC
1508,VWC
1509,VWC
1510,VWC
1511,VWC
1512,VWC
1513,VWC
1514,Other
1515,WUA
1516,Other
1517,Water authority
1518,VWC
1519,VWC
1520,WUA
1521,VWC
1522,VWC
1523,VWC
1524,VWC
1525,Water authority
1526,VWC
1527,VWC
1528,Company
1529,WUA
1530,Parastatal
1531,VWC
1532,VWC
1533,WUA
1534,VWC
1535,VWC
1536,VWC
1537,Water authority
1538,VWC
1539,VWC
1540,VWC
1541,Company
1542,VWC
1543,VWC
1544,VWC
1545,VWC
1546,VWC
1547,VWC
1548,Other
1549,VWC
1550,VWC
1551,Water Board
1552,WUA
1553,VWC
1554,VWC
1555,VWC
1556,VWC
1557,VWC
1558,VWC
1559,VWC
1560,VWC
1561,VWC
1562,VWC
1563,Other
1564,VWC
1565,VWC
1566,VWC
1567,VWC
1568,Other
1569,VWC
1570,VWC
1571,WUG
1572,Parastatal
1573,VWC
1574,VWC
1575,VWC
1576,VWC
1577,VWC
1578,VWC
1579,Water Board
1580,VWC
1581,VWC
1582,VWC
1583,VWC
1584,Water Board
1585,Water authority
1586,VWC
1587,Water authority
1588,VWC
1589,VWC
1590,VWC
1591,VWC
1592,VWC
1593,VWC
1594,WUA
1595,VWC
1596,VWC
1597,VWC
1598,VWC
1599,VWC
1600,VWC
1601,Private operator
1602,VWC
1603,VWC
1604,Water Board
1605,Private operator
1606,VWC
1607,VWC
1608,VWC
1609,WUA
1610,VWC
1611,VWC
1612,VWC
1613,Water authority
1614,VWC
1615,VWC
1616,VWC
1617,VWC
1618,VWC
1619,VWC
1620,VWC
1621,VWC
1622,VWC
1623,VWC
1624,Water authority
1625,VWC
1626,VWC
1627,Parastatal
1628,VWC
1629,VWC
1630,VWC
1631,VWC
1632,VWC
1633,WUA
1634,VWC
1635,VWC
1636,VWC
1637,VWC
1638,VWC
1639,VWC
1640,VWC
1641,VWC
1642,VWC
1643,VWC
1644,Private operator
1645,VWC
1646,Parastatal
1647,VWC
1648,VWC
1649,VWC
1650,VWC
1651,VWC
1652,Company
1653,VWC
1654,VWC
1655,VWC
1656,Water Board
1657,VWC
1658,VWC
1659,Other
1660,VWC
1661,VWC
1662,VWC
1663,Private operator
1664,VWC
1665,VWC
1666,VWC
1667,Other
1668,VWC
1669,VWC
1670,VWC
1671,VWC
1672,VWC
1673,VWC
1674,VWC
1675,VWC
1676,VWC
1677,VWC
1678,Water authority
1679,VWC
1680,VWC
1681,Other
1682,VWC
1683,Other
1684,VWC
1685,VWC
1686,Water Board
1687,Water authority
1688,Other
1689,VWC
1690,Parastatal
1691,Water authority
1692,VWC
1693,WUA
1694,VWC
1695,VWC
1696,Private operator
1697,VWC
1698,VWC
1699,VWC
1700,VWC
1701,WUG
1702,VWC
1703,VWC
1704,VWC
1705,Water Board
1706,VWC
1707,VWC
1708,VWC
1709,VWC
1710,VWC
1711,VWC
1712,VWC
1713,VWC
1714,VWC
1715,VWC
1716,VWC
1717,VWC
1718,VWC
1719,WUA
1720,VWC
1721,VWC
1722,WUG
1723,VWC
1724,VWC
1725,VWC
1726,VWC
1727,Private operator
1728,VWC
1729,VWC
1730,VWC
1731,VWC
1732,VWC
1733,VWC
1734,VWC
1735,VWC
1736,VWC
1737,VWC
1738,VWC
1739,VWC
1740,WUA
1741,VWC
1742,VWC
1743,VWC
1744,Water authority
1745,VWC
1746,VWC
1747,WUG
1748,VWC
1749,VWC
1750,VWC
1751,VWC
1752,VWC
1753,VWC
1754,VWC
1755,VWC
1756,VWC
1757,VWC
1758,Parastatal
1759,VWC
1760,VWC
1761,VWC
1762,VWC
1763,VWC
1764,Water Board
1765,VWC
1766,VWC
1767,WUG
1768,VWC
1769,VWC
1770,VWC
1771,VWC
1772,Water authority
1773,VWC
1774,VWC
1775,VWC
1776,VWC
1777,VWC
1778,VWC
1779,Water authority
1780,Parastatal
1781,VWC
1782,Water authority
1783,VWC
1784,VWC
1785,VWC
1786,VWC
1787,VWC
1788,Other
1789,VWC
1790,VWC
1791,Water Board
1792,VWC
1793,WUA
1794,WUA
1795,VWC
1796,VWC
1797,VWC
1798,Water Board
1799,VWC
1800,VWC
1801,VWC
1802,WUA
1803,VWC
1804,Private operator
1805,VWC
1806,Parastatal
1807,Water authority
1808,Other
1809,VWC
1810,VWC
1811,VWC
1812,VWC
1813,Water Board
1814,Other
1815,VWC
1816,VWC
1817,VWC
1818,VWC
1819,VWC
1820,VWC
1821,VWC
1822,Water authority
1823,VWC
1824,VWC
1825,VWC
1826,VWC
1827,VWC
1828,VWC
1829,VWC
1830,VWC
1831,VWC
1832,VWC
1833,VWC
1834,VWC
1835,VWC
1836,VWC
1837,VWC
1838,VWC
1839,VWC
1840,VWC
1841,VWC
1842,Private operator
1843,VWC
1844,VWC
1845,VWC
1846,Parastatal
1847,Water authority
1848,Other
1849,VWC
1850,VWC
1851,VWC
1852,VWC
1853,VWC
1854,VWC
1855,VWC
1856,VWC
1857,VWC
1858,VWC
1859,VWC
1860,VWC
1861,WUA
1862,WUA
1863,VWC
1864,VWC
1865,VWC
1866,VWC
1867,Other
1868,VWC
1869,VWC
1870,VWC
1871,VWC
1872,VWC
1873,Water authority
1874,WUA
1875,WUG
1876,VWC
1877,VWC
1878,Company
1879,Private operator
1880,VWC
1881,Water authority
1882,VWC
1883,WUG
1884,VWC
1885,VWC
1886,Water Board
1887,VWC
1888,VWC
1889,Water Board
1890,Other
1891,VWC
1892,VWC
1893,VWC
1894,VWC
1895,VWC
1896,VWC
1897,VWC
1898,VWC
1899,VWC
1900,VWC
1901,VWC
1902,VWC
1903,Water Board
1904,VWC
1905,Other
1906,WUG
1907,VWC
1908,VWC
1909,VWC
1910,VWC
1911,VWC
1912,Parastatal
1913,VWC
1914,VWC
1915,VWC
1916,VWC
1917,VWC
1918,VWC
1919,VWC
1920,Other
1921,VWC
1922,VWC
1923,VWC
1924,VWC
1925,Water authority
1926,Water Board
1927,VWC
1928,Water authority
1929,VWC
1930,VWC
1931,VWC
1932,VWC
1933,VWC
1934,VWC
1935,VWC
1936,Water Board
1937,VWC
1938,VWC
1939,Water Board
1940,VWC
1941,VWC
1942,Other
1943,Water Board
1944,VWC
1945,VWC
1946,VWC
1947,VWC
1948,VWC
1949,VWC
1950,WUG
1951,VWC
1952,VWC
1953,VWC
1954,Water authority
1955,VWC
1956,WUA
1957,VWC
1958,VWC
1959,VWC
1960,VWC
1961,Private operator
1962,VWC
1963,VWC
1964,VWC
1965,Water Board
1966,VWC
1967,Water Board
1968,VWC
1969,WUA
1970,VWC
1971,VWC
1972,WUG
1973,VWC
1974,VWC
1975,VWC
1976,VWC
1977,VWC
1978,VWC
1979,VWC
1980,Water Board
1981,Water Board
1982,VWC
1983,Water authority
1984,VWC
1985,VWC
1986,VWC
1987,Water authority
1988,VWC
1989,VWC
1990,Water Board
1991,VWC
1992,VWC
